nCount_RNA	group	1_0.5_0.5_0.5_0.5_0.5_x	1_0.5_0.5_0.5_0.5_0.5_y	1_0.5_0.5_0.5_0.5_0.5_x_expression	1_0.5_0.5_0.5_0.5_0.5_y_expression
12648	group3	1	0	0.7067791247522601	0.6000800393714478
9322	group1	1	0	0.740187663074565	0.5707952487956005
17782	group3	9	4	1.5662908002805918	1.5281910919649433
14728	group3	3	2	0.6032248412281273	0.7407030028616866
16071	group3	1	0	0.20595249598508908	0.6253114926478387
11092	group2	0	3	0.3163645415562715	0.7075804376947222
19234	group1	9	2	1.894118812447874	1.3362802701607066
24905	group2	1	5	0.7418822263400351	1.8893891434610441
15227	group1	0	2	0.4538538067398342	0.8001555742871308
10618	group3	0	3	0.7111973536494139	1.0653846012447952
17386	group2	6	2	1.6063919064313334	0.6426388145648635
14260	group2	3	0	1.4986987643402097	0.6647650573413885
29904	group3	1	3	0.5967803471936857	0.43081068072641043
35792	group3	0	2	0.6263874285061268	0.10144019346290806
25831	group2	5	14	1.3113309978118757	2.0219923770190773
16730	group3	1	0	0.41552995638662077	0.6363600243592905
21988	group3	4	1	0.7729241613337503	0.45016376935418345
23170	group3	0	6	0.24271592373238998	0.6951047137758437
11867	group1	6	0	1.18244851281835	0.22022732184951826
10507	group3	1	1	0.9472618091765715	0.5531109533017939
12218	group2	0	0	0.6033869096875978	0.9857797520445029
13110	group1	0	1	0.11686823309169936	0.47982915252952285
13930	group3	2	1	0.8596080390775904	0.373063551437142
14065	group2	4	1	0.824395552724704	0.6017489002170733
14442	group3	3	0	1.241626693257627	0.029509135620273075
28210	group3	3	1	0.5168393390467811	0.4452366231087422
18354	group3	0	1	0.2439729832630838	0.507396840898272
23276	group3	0	0	0.027719740912984125	0.29942512035088115
22621	group3	5	0	0.9967366160163849	0.5369277083821299
22401	group3	9	6	1.2830191104035085	0.7881046237634601
11697	group3	0	1	0.830231093648518	0.9119858128207559
13707	group3	0	0	0.621433317366783	0.4690032079794629
18388	group1	0	1	0.5143510213425196	0.9613368469886872
15264	group3	1	2	0.28960177536941256	0.5404884201028891
17581	group3	2	4	0.9143572887138512	1.388725995282405
13874	group3	2	2	1.1318548901102234	1.2268906221247993
15390	group3	0	0	0.7452501872962647	0.1559166538912627
15024	group3	0	0	0.058255875858249484	0.49874047683739536
21935	group1	2	0	0.8829103322144165	0.6421882660964575
14224	group3	0	0	0.7544464396512878	0.26805440723239626
14376	group3	4	2	0.9077680279050484	0.20248897781151254
27971	group3	3	0	0.27332634201054706	0.5962580455518662
15977	group3	5	6	0.9706554258463742	0.7171155146220074
20239	group1	1	1	0.2921511796250478	0.35046410941523376
15021	group2	3	1	0.9092104115585217	0.34071901688885287
10065	group3	0	2	0.8307846531311474	0.7057865276103924
13800	group1	5	1	1.1057291350170773	0.24005632217371636
20676	group2	1	0	0.8853159687825979	0.27831018919696654
29433	group2	1	5	0.4439537165410056	0.8657255404964646
15344	group3	2	0	0.8115729667117695	0.3964419455114663
23822	group3	0	3	0.4449117484751341	0.6692679951896008
30934	group3	11	5	1.3050687945378798	1.1808006216635447
13484	group3	0	0	0.6482810871509984	0.44640720718816546
11487	group3	0	0	0.3237195252233679	0.039443440465430524
14801	group2	3	0	0.6484289126255701	0.6672502063068338
13881	group3	2	2	0.2396897388106934	0.12910842998683808
23658	group2	4	3	0.8312504253203254	0.7132681088672004
30170	group3	2	0	0.5612150521169148	0.21360614469549677
20415	group3	0	3	0.479598311606545	0.6616214042903195
13265	group2	3	2	1.1851004244695766	0.3967751484489247
15634	group3	1	3	0.35096399018639723	1.0005235479822578
18296	group2	1	1	0.7903984023505555	0.3946754742007316
16848	group3	1	1	0.2820961173034468	0.3293315413200952
14045	group3	4	0	0.8955345130916064	0.989644063492047
12106	group3	1	2	0.17616680648781874	0.4934414729052031
15686	group2	1	0	0.3868486240326656	0.3723568579869866
32081	group3	3	3	0.5761396692159544	1.0280155648936482
18468	group3	1	4	0.31650405522668934	0.5646560414811178
15876	group3	1	2	0.6486385111545065	0.6551443565255827
18957	group3	4	2	0.9277515713823499	0.970514218950251
20909	group3	0	0	0.14540588871866922	0.19190253175858518
7298	group3	0	0	0.04964437660007898	0.20609961766141488
22548	group3	8	0	1.323149271036299	0.2089579945401277
13739	group2	2	4	1.1014256445305421	1.3176697590733273
16875	group3	3	1	0.8151024920407202	0.32795580089939036
17159	group3	0	1	0.15191154290340092	0.2840761125307196
12944	group3	0	0	0.39025671641605963	0.2240687410227139
12188	group3	0	0	0.3510913139700236	0.47826083604773595
14147	group3	3	5	0.633456597622215	1.002226631244537
14372	group2	3	1	0.4135791686371325	0.5955090747719558
17550	group3	10	2	1.6475967389139925	0.8461125551998958
17374	group3	0	1	0.20309717008685835	0.5651931862880067
20281	group2	0	0	0.46310472919238677	0.03899202616010067
18331	group3	2	0	1.3260892441366963	0.33482679200052534
14796	group3	1	3	0.6939365890252184	1.0861258967770593
17261	group2	3	8	0.9524865696932898	1.2502000098641814
20953	group2	1	2	0.4120119049119063	0.658091111588999
11634	group2	2	5	0.3896255592243185	1.0213325788257208
17842	group1	0	0	0.18677555682537406	0.04344134816623135
15282	group3	5	2	0.8427209710004697	1.5974411607937238
14610	group3	4	2	1.2091517147067794	0.9724437383953819
19793	group3	4	5	1.3063626087082263	1.0484971068529225
15561	group1	4	5	0.874089579683777	0.8580887367346647
11711	group1	1	3	0.31657810595593894	0.9073573937471202
10894	group3	0	1	0.010705419542402395	0.49317993066217214
11195	group3	4	2	1.494427660599932	0.8751395386476784
20934	group3	2	0	0.7711052131704614	0.2167129511958676
14353	group2	4	0	0.5359908250661727	0.0992881971985149
15303	group2	3	1	0.9438597389373937	0.6942033115829837
15176	group3	4	2	0.7020324658382475	0.7961882701195915
20781	group3	0	4	0.4045089029638582	0.7324516899546193
14986	group2	4	1	0.7258213288099253	0.07726330529450665
23058	group3	6	3	1.4368265938359408	0.6249231905929484
15642	group3	0	3	0.5638024337888808	1.0904100659437477
22169	group3	1	2	0.8119733110517782	0.47818690151348614
17722	group2	1	0	0.7940033834177613	0.08624040862205407
17148	group2	3	5	0.8657620187983579	1.1209247314030946
17069	group3	1	3	0.7445783735748824	0.5179602525296236
20431	group3	2	1	0.5086778002672994	0.21624219867689487
17768	group3	3	4	0.9121252809899609	0.682220199723124
19313	group3	1	1	0.22410264656260492	0.25401261442320633
4758	group2	1	1	1.0930401564469103	0.9415116991823065
10549	group3	3	1	0.7029269636439763	1.2011754122886023
11669	group3	4	0	0.9100199651339582	1.0792876121582198
11276	group3	2	0	0.40566143125071036	0.8184211496568374
16842	group1	9	5	1.4083749526536482	1.4737144605035677
26084	group3	2	0	0.4113494893629467	0.13879283324849295
18576	group3	1	1	0.6318301598748487	0.8346052147334133
27090	group3	6	0	1.134483017967133	0.4559966371834957
17961	group3	9	4	1.4655066380479913	0.72601547084875
33584	group1	3	0	0.6810954302545899	0.015600999570294705
15073	group1	3	8	1.031042625715271	1.4028156264366256
16713	group3	1	0	0.5207282585380026	0.0014443613694976598
13398	group3	1	1	0.7684531407374326	0.2209430542300222
13913	group3	1	8	0.8424866660415395	1.1687957767515538
10452	group3	1	0	0.44445780360977966	0.3642038031253634
18810	group2	2	4	0.47309015969446655	0.5849905553237305
18113	group2	3	2	0.6035661238294399	0.5173136896889213
16620	group2	9	1	1.6564636699325006	0.9854829869276673
18339	group3	0	0	0.41152629844632416	0.05937585322297695
12616	group3	1	0	0.815138342223395	0.36911873887253954
14659	group3	1	2	0.5829557710635391	0.7244406617350818
22470	group3	0	2	0.278186050240822	0.5902104910301248
14916	group2	1	1	0.07400223055380606	0.4068357576437627
15961	group3	0	0	0.20175883991132332	0.14581195919945028
21741	group2	6	2	1.1425183921826934	0.58666939742151
12889	group2	0	2	0.1723675498166009	0.4064592381539971
17531	group3	0	1	0.3634970388389759	0.7877302293822752
14022	group2	1	3	0.4842174822480547	1.0393270163036492
16369	group2	0	1	0.4917580767273265	0.47359478883704376
13522	group1	3	1	0.524766160259628	0.4754705218673662
16179	group3	2	1	0.5237051143102419	0.7759218461660891
14075	group3	0	1	0.11223384014606724	0.7342869348155959
20601	group1	0	0	0.2648282273894561	0.11378724153582082
17082	group1	5	1	0.9549396957057419	0.44682391685360856
21430	group3	1	8	0.9236251758675376	1.207660457333743
18635	group2	11	2	1.7242913366942052	0.5353164602108977
15350	group3	2	3	1.1858907440557616	1.063769312479348
16445	group3	0	0	0.30477827308771127	0.06104270074564738
12916	group3	0	1	0.6621136475091308	0.1794503583879063
17400	group2	0	2	0.10424180665949967	0.8292613163168527
27541	group3	2	6	0.4644112564187775	1.1108159210782742
10978	group3	7	4	1.3195556728357456	1.187238507896541
14461	group3	1	1	1.3954528631746428	0.4922640477804986
20181	group3	1	0	0.5858726781614637	0.4149562545339422
12979	group1	1	1	0.14378916918983797	0.3351738470885194
6579	group3	1	1	0.4749530126363719	0.32034063924186407
16298	group3	5	3	1.2553527538226674	0.6649815827864457
25113	group3	3	1	0.6548453590389705	0.36475492264432247
18299	group3	1	1	0.4341420014583332	0.191582995246601
13236	group3	2	2	0.9555540070367743	0.6539391184867539
14196	group3	3	3	0.5870362946283934	1.6276526484015572
15353	group1	2	1	0.3033798414453412	0.2491482189469333
13842	group3	0	1	0.5755697521969704	0.40581018537116964
21059	group3	0	2	0.2389123758975895	0.39399627995289155
15230	group3	8	0	1.2984007529195194	0.013455034531781096
20683	group3	2	2	0.39599899512330905	0.6344169732430598
13534	group3	0	0	0.3105288900282899	0.23379638964044613
14560	group3	0	0	0.046629211757757805	0.5607886819762452
11338	group2	0	1	0.33705458406390254	1.0701941067732166
17289	group3	5	3	1.661870512328249	1.031346245468714
13032	group2	4	0	1.5030559379350439	0.2808225831972728
19769	group3	3	8	0.6208169198751583	1.2450029076933493
14311	group3	6	7	1.7224356306619808	1.5600991543753953
10820	group2	2	6	0.5863496791723148	1.248304075285327
9348	group2	0	0	0.6551512080229521	0.7759665927143602
22935	group3	1	3	0.37540285918403304	0.7433695894340322
13579	group3	4	4	0.9009862827676413	1.4006937544332558
11869	group3	0	3	0.485150157336076	0.9128116655912049
15168	group2	4	3	1.2721046453891063	1.0624753176629624
15499	group1	1	5	0.24083447679995446	0.6915607912755365
18677	group3	1	6	0.6103453539226396	1.4440674818770178
19574	group2	0	0	0.42244443918481706	0.15955672998326342
14646	group3	0	1	0.5541872601164374	0.7133614595614082
12463	group3	8	1	1.6657557485067096	1.280960872968704
13324	group1	0	0	0.298887316601723	0.03554758481670561
7311	group3	1	2	0.538698140219712	0.8299753134089451
14073	group3	0	0	0.5835907883430732	0.167075806566578
14333	group3	0	3	0.6228543992005587	0.9557454138416555
16119	group3	0	2	0.12262784472222482	0.7474330440104839
19191	group3	1	0	0.23929691297342176	0.13377332146258447
9105	group3	0	1	0.1808557957902749	0.48530656014394014
16829	group3	1	0	0.7311138247901962	0.22312705127909865
12241	group2	2	2	1.5734858872376634	0.6363965429410812
21142	group3	5	1	0.7506153435831444	0.6101978961472169
17977	group1	1	0	0.8033757760872571	0.6645160706740605
19936	group3	5	6	1.003852890960041	1.156160180720571
14236	group3	1	2	0.7892824848040887	0.8008816200961062
12741	group3	1	5	0.8371329155004045	1.5188888574048804
19160	group3	3	0	1.3091623489818611	0.3526862163604787
15039	group3	2	1	1.2740056223678802	0.7907485667453532
22529	group1	1	1	0.7610023713645176	0.2450146348713943
11621	group3	3	6	1.2200789762756017	1.087831958709951
11856	group3	1	0	0.6121027166029551	0.4384443474813888
19690	group1	0	0	0.2789856231047782	0.3189590387195111
17159	group2	8	1	1.846731073056934	1.0902427906644
13853	group3	0	4	0.29909232914011097	0.8401832667734858
17616	group3	2	2	0.7806937431337773	0.7323529164370712
19972	group3	4	5	1.080240300813875	0.7691608773527706
17059	group1	3	7	0.9935699133536444	1.6422517135242578
15796	group3	3	1	0.9241374832162021	0.8026623063708561
13867	group3	0	0	0.4861632183162838	0.5346576111067299
11646	group2	0	2	0.5067330781675403	0.6406112961545672
13987	group1	0	0	0.11878766747752062	0.5457490765864903
7339	group3	3	0	0.8721799103525241	0.49781483867507237
10601	group3	2	2	0.8123535547215439	1.1087080048061435
17001	group2	0	1	0.3817465420870099	0.6583488278009264
13150	group3	1	1	0.33778161121949857	0.7788619332323234
20674	group3	1	1	0.22205482873959898	0.5982404870846303
15061	group3	5	1	1.2908120889995	0.7506612509045234
15413	group3	1	0	0.9391658225461477	0.3308069846389242
17693	group3	7	1	1.1096096680518999	0.9016187383633365
14779	group2	2	1	0.7579392575301116	0.3132170845218375
12129	group2	3	1	1.063142487094724	0.8936248189602505
21222	group3	4	0	1.060078910548394	0.16425603886525636
20195	group3	0	2	0.2092289012742119	0.6966609156258537
18571	group3	1	0	0.3839494367618357	0.054657904542881386
9383	group3	1	0	1.0508820611329768	0.4577319202832558
6099	group2	0	0	0.46374678150766635	0.2730301568577248
14594	group3	2	0	1.1521999182584344	0.3032908847845444
22407	group2	1	3	0.23645326649311316	0.590337978546379
14430	group2	3	7	1.644125193146667	1.7133032129627566
16948	group3	3	0	0.7167093092649105	0.2262252159464393
16804	group3	0	0	0.1611140280009497	0.3621746666634827
17119	group3	2	1	0.7217165333797848	0.2827807568109162
29111	group3	4	7	0.7641496786213393	0.9679343330684076
16966	group3	3	1	0.7320807060900998	0.861431916197497
12501	group3	2	5	1.1386751826458312	1.517652514503148
15177	group3	0	1	0.12233114485356655	0.14417009590219554
19424	group3	0	2	0.023640006574587535	0.833965549426209
16775	group3	7	1	1.19728289529544	0.740704567152829
10919	group2	2	6	1.0798145614889316	0.8674494758611586
12437	group3	1	3	0.9285786400167038	0.9471028786111737
28545	group3	3	1	1.1440645825002203	0.41949002267253355
19140	group3	0	7	0.8683323732338277	1.4741609266745446
16294	group2	1	0	0.5866598591488474	0.4729909469815654
10139	group2	1	0	0.5090855609975226	0.467904503075449
13910	group3	0	0	0.032028737779014105	0.3131582518766313
12961	group3	3	1	0.9612327088787811	0.5494691802721409
16243	group1	7	1	1.2833467289101788	0.6577810808043872
15845	group1	3	2	1.2387409183761133	1.175911437976687
16018	group3	7	4	1.5851435897699706	1.1634013588412055
13308	group3	0	2	0.7589077237822828	0.9238335308621828
6717	group1	0	0	0.7499534465412143	1.0173299800595499
23010	group3	0	3	0.015055505461032237	0.6484702644785102
13977	group1	4	3	0.9087393934491997	1.1334280782302892
17012	group2	2	1	0.8729081714728968	0.6019718956841421
14918	group3	1	0	0.6131119355139624	0.7369350070196146
23194	group3	3	1	0.8338529398263099	0.37445581956394225
8636	group2	0	3	0.2330401425408422	1.261018994598814
16362	group1	0	2	0.06485125137487296	0.42394737935998816
16616	group3	1	3	0.5032553836032595	0.8919193654304335
11262	group3	0	0	0.10722321620864306	0.439378111868459
8509	group3	1	1	0.8642847894926724	1.0181775319262947
18133	group1	1	1	0.47121074006068703	0.47137182894904806
14550	group2	1	1	0.788895585728452	0.4792408572154659
16119	group1	1	1	0.5353412830441815	0.32942785713059825
15956	group3	1	2	0.8284644063721183	0.4417187692919564
13345	group3	8	3	1.3994393609306437	0.9308173150674912
15527	group1	1	1	0.6533245274203934	0.06175534045698311
16841	group3	0	8	0.3700408946731152	1.1911209581481539
15343	group3	0	0	0.4724922981242393	0.4977752728453461
12936	group3	2	0	0.4013005302726326	0.07615755801905877
29772	group3	0	6	0.46452519435920914	1.2883339286578779
13429	group2	0	0	0.11841347672458102	0.8108177848494504
20156	group1	4	1	0.5323476005492751	1.1846147043686015
17822	group2	7	5	0.7944178769956514	0.913515749430833
8876	group3	2	0	0.6501311760190005	0.6058786577172228
26830	group3	1	2	0.4492649646523915	0.4120927686231397
16915	group3	1	3	0.7238733323576997	1.1571632440619677
21976	group3	3	3	0.6286698477400073	1.111552180523421
31569	group1	1	2	0.4511721950188629	0.307719051009791
13636	group2	1	1	0.40367972843236316	0.7100772674570113
26264	group3	4	3	0.47111691183862636	0.9898192147736101
38886	group1	4	0	0.5578659149856379	0.20641365823334923
13012	group3	3	2	1.1869044426189075	1.007136179513903
19383	group3	3	8	0.8256588489954177	1.2095908732070275
11671	group3	2	0	1.089004933464691	0.9625312972611919
6952	group3	1	0	1.0302573842186151	0.8306170863102678
16757	group3	0	16	0.5341457253256456	1.5431796116592449
5110	group3	1	0	1.1712592772813268	0.8494642292610048
18421	group3	3	2	0.6811369303985706	0.4897894689460867
24123	group3	4	1	0.7998852105985885	0.4005600963544123
15362	group1	11	1	1.3871202892569408	0.6918522579086785
9801	group3	1	2	0.46963990991637544	0.6666533987249759
14704	group2	1	1	0.40177517940117347	0.6766632910502206
9750	group2	0	0	0.016129593536983566	0.2644222271727419
15050	group3	0	3	0.9171792919499424	0.7831354473817771
15580	group1	0	6	0.33740851784291037	1.0968705661994886
14343	group3	3	0	0.7140541364192007	0.5054172295867838
4910	group3	0	0	0.8468977997298226	0.3090635538638645
30647	group2	3	13	0.44528755077165083	1.7232695406463958
12694	group3	2	0	1.0929110740194317	0.03401411492522294
20592	group1	0	3	0.35635545494261633	0.6947097125892636
17469	group2	0	2	0.49467867751218475	0.8029404604887814
14869	group2	1	2	0.8560583749380868	0.676793800028216
18978	group3	1	1	0.6510798256921979	0.42233207031365405
17595	group3	4	10	1.5568152729197222	1.5673913149346321
9561	group3	1	2	0.2676652269712525	0.5057634612187302
14772	group3	1	6	0.8443462926846181	1.01646997548264
12363	group3	0	3	0.5218082436851839	0.9346636928906753
11860	group3	5	2	1.3343483098497955	1.572583602167769
12471	group3	2	4	0.6626227885596385	1.163725952481236
25963	group3	0	1	0.14016805658523201	0.19220897043139334
18909	group3	0	2	0.8014407174147642	0.7955926548726359
9971	group3	0	1	0.25094064151251205	0.5526351465822537
19372	group3	0	0	0.778083174731437	0.5810404901674037
16360	group3	0	0	0.3486927426307217	0.07877225251888648
16216	group3	1	1	0.24104799380828618	0.7259775775794318
13771	group3	0	4	0.49748957872481653	1.542581728395763
25061	group3	2	1	0.5378356587845345	0.7224286458923526
17123	group3	3	3	0.6307417689466748	0.8231901547147646
24775	group3	5	3	1.0227912130984924	0.7417485491376928
16144	group3	4	3	1.3293167993831356	1.1043240560656173
17101	group3	1	1	1.2551776946636748	0.8758913310430507
21520	group2	1	1	0.5708080985016508	0.5387293971750181
14546	group3	0	0	0.13648328502830132	0.5429969965260939
20531	group3	0	0	0.47416464442999423	0.22038091798688236
18678	group3	0	2	0.22297377256816442	0.37233597093509563
18378	group3	1	0	0.3696398339047934	0.12715868806641029
16616	group3	3	1	1.1294373829054067	0.3297341285093499
17984	group2	6	3	1.4448711782595232	0.6553262095260953
17733	group3	1	3	0.9734732596459128	0.8533639075392996
20045	group3	3	1	0.9164216529386019	0.4359638129903378
11725	group2	0	0	0.40511838366203934	0.19325034874513286
17464	group1	4	2	0.8042810403967667	0.8209133682198649
18807	group2	0	1	0.3763357548081808	0.5044413594917703
16181	group3	0	0	0.36851843090132597	0.3097114548316907
15989	group1	9	2	1.612210380518277	1.054590864966261
21058	group3	1	4	0.43331831853534664	1.2816846711845233
16101	group3	3	2	0.5162558750154549	0.85377293987768
10113	group2	1	0	0.5860179677425137	0.22778752133152358
10373	group1	2	1	0.7433889887837727	0.5967784845906551
17337	group3	2	4	0.8660742957668977	1.0193437428548773
22560	group2	1	5	0.9147913026601959	1.2301235520034108
18267	group3	2	0	0.7789122214777324	0.6492725434748107
21521	group3	0	0	0.037869424328892565	0.13772811054569278
14164	group3	0	2	0.25542116169424817	0.6081591803325597
7460	group2	1	1	1.1265653322804385	0.7740925421612923
14466	group3	0	0	0.7783039656100759	0.674057129890664
13010	group3	2	5	0.7339684899899237	1.157535654393047
18736	group3	0	1	0.5042871660293391	0.3060623497089119
15619	group2	6	1	1.538538012042219	0.8766518500438928
20764	group3	5	5	0.8129594373647762	1.0403654535508355
14848	group1	3	1	1.5453124240259097	0.510598492759535
11891	group2	3	2	1.2769490925854	0.9809679780078457
13168	group2	0	2	0.02020564500427724	1.159125953731536
13121	group2	0	1	0.4724785712205115	0.9444077596713556
15331	group3	0	1	0.011962061309561012	0.7955197309005517
15752	group3	0	0	0.8760895071938155	0.2250498568095658
14602	group3	5	0	1.1769375822551926	0.24594639724342504
12613	group3	0	0	0.2022942181348516	0.5910412146695587
14404	group3	4	2	1.3326437245389124	1.3067341125907999
19290	group3	0	2	0.06107605261297744	0.6857364967656052
19784	group3	0	3	0.5044445902401511	1.0279252617871317
12621	group3	0	2	0.8894514892282466	0.7052776584950786
17064	group2	4	0	0.4071914740876967	0.17967610477943546
18955	group3	0	6	0.1280912487168233	0.9084965169070531
21379	group3	0	0	0.7882544992921597	0.10099683941372056
18002	group3	2	1	0.4681636197143644	0.7878246021119122
21782	group3	1	3	0.2920876879227515	0.8727437254681233
23403	group3	2	3	0.6373419383777614	0.8753189627778748
23334	group3	3	2	0.7441672654940674	0.6920139676150561
10804	group3	1	2	0.9259244828663158	1.1148336395306253
19738	group1	0	2	0.3817397577136731	0.7743415094687579
16122	group3	2	0	0.9797940754751209	0.5399107357021651
13661	group3	5	3	1.1998403364883106	1.1798040576411566
25987	group2	1	1	0.9367039803423298	0.5704601816275051
17590	group3	1	3	0.860917517399467	0.4028943805494146
14609	group1	1	0	0.6956986939095922	0.34326051686383485
14773	group3	0	0	0.5898077217110094	0.7712167164947743
5698	group2	0	0	0.07946415602307538	0.3129490286289377
10901	group2	1	3	0.7194350284664369	0.9180172293426881
13896	group2	0	1	0.5787432850410408	0.5255806401778315
11588	group3	2	1	1.0779784454031405	1.4136370524621764
19543	group3	0	3	0.13388404558100486	0.9870177685950865
8896	group3	0	0	1.0693120112865468	1.0644086091571867
12983	group3	3	3	0.8064326322915326	1.3819218574115952
27403	group2	4	7	0.7077075568383631	1.049953160566532
18264	group2	0	2	0.1042789293484242	1.1561962966411587
11164	group2	0	1	0.08633192593454203	0.8442185248939928
18696	group3	0	0	0.15160612922977068	0.4910301222800282
7713	group3	0	2	0.26880648413988384	1.0135625098441396
13007	group2	0	1	0.7121048632047464	0.28176525527934193
16716	group1	1	0	0.3827687926062856	0.28315156807821873
12916	group1	0	0	0.15557241970651342	0.8647786469170137
20461	group3	0	3	0.21527107264182638	0.90584684408648
17004	group3	0	4	0.2506614303276571	0.9324762371018236
23260	group3	0	0	0.2864913555333545	0.2130635729321167
15023	group1	0	0	0.5057232200640781	0.25536547427170225
23520	group3	4	3	1.2214347857794587	0.7161153494162235
21159	group3	3	1	0.75555579460737	0.251901201397726
11654	group3	0	0	0.13951118730447637	0.43313658022604884
20154	group3	0	0	0.3802819171330274	0.1618095418332069
19971	group3	2	1	0.4393626268749604	0.45814181898821454
14581	group3	2	0	0.9533869274036757	0.5215192834410388
23218	group3	6	1	0.6797199730601464	0.5962524750161537
13464	group1	3	0	0.7031200555897675	0.3622846072291571
22973	group2	1	6	0.4714601559555801	1.0140188333213624
16014	group3	0	3	0.4996916601942618	0.9933066953907701
20835	group3	2	2	0.8774490435654052	0.6580377527197429
15633	group3	3	11	1.0413843323238448	1.4637199114918351
17848	group3	0	1	0.10811736662762261	0.41593003964794584
24492	group3	3	7	0.9662349798669562	1.3813444946443318
15291	group1	0	3	0.6001529550911004	1.2824314788801974
17390	group2	1	2	0.6880930236426765	0.7703414791102379
13272	group3	2	0	1.0029271993830424	0.2735386693995807
28391	group3	9	1	1.1995795553334774	0.3995355653405359
7173	group2	0	2	0.28173708315386925	0.9941875496521311
13865	group3	1	0	0.4071577548143392	0.022923417528853407
19459	group2	2	0	0.7210228144095236	0.5291729932147354
13154	group3	1	2	0.4570080517615254	0.5840964746960576
12155	group3	4	1	0.8084780909849248	0.7405686018123797
16355	group3	0	0	0.22105645805274204	0.2148628230005042
13888	group3	0	1	0.6515415361037412	0.5296597625782824
16376	group3	2	0	0.980878154147667	0.053317557518173186
20300	group3	1	1	0.6463353829946321	0.16223752703869349
12873	group1	1	0	0.7808382116789001	0.07487453987351927
13614	group3	0	0	0.00011276954934191785	0.1488211857684108
12815	group2	3	5	0.9845622597816694	1.133423731719822
11756	group2	2	2	0.33725174288645554	1.26831778500761
15610	group3	1	0	0.44495997106388036	0.0770747763902066
21416	group1	0	0	0.36862636717553376	0.38326669829686744
14428	group3	10	2	1.4630995373147724	0.9937043029104582
19038	group3	4	0	0.716055632715464	0.596259095757864
9684	group3	0	2	0.475165774275086	0.5185430920486789
15469	group2	0	0	0.1886627122724902	0.20218129355957293
15212	group3	3	1	0.6215969750639336	0.17858927598069474
14742	group1	1	0	0.6480480560490963	0.1325420596248989
18456	group3	1	1	0.5316768760093563	0.3715206504615579
18168	group2	1	6	0.6681632132398172	0.9924977843526327
13925	group2	3	5	1.1084057391265423	1.1225140184994704
13470	group3	2	8	0.5692599376324321	1.5188987412783383
22755	group3	4	9	0.6803123435384204	1.4739362052753977
13266	group2	0	0	0.5193695794696225	0.35120355424776406
17244	group3	0	1	0.3243236083403255	0.1460626496696158
17766	group1	2	0	0.8090054887444886	0.9071165329028492
18476	group3	2	3	0.7948426800858712	0.609866682976272
17942	group3	0	0	0.1699581713492161	0.13992266692383076
7441	group1	6	1	1.18420932175811	1.109302367128258
38231	group3	7	5	0.859077668129093	0.7446868497730228
24384	group3	1	7	0.6306220005295655	1.2633475217456898
17801	group2	9	7	1.5561261025553508	1.402347214357722
20426	group3	0	0	0.02549103897663252	0.35675465611942425
11394	group3	1	3	0.8960601734755547	0.9787109245448481
14119	group2	3	1	1.0883015465976857	0.9514128580219994
17356	group3	5	2	1.5029918385590395	0.8381745440879185
11135	group2	1	2	0.7085217352784161	0.884625848154687
26285	group3	2	0	0.29971590493461	0.3414466330755558
13637	group2	1	0	0.7307208619788026	0.5540458290330369
13485	group3	1	2	0.6122321767983132	0.8653767535547692
14765	group2	2	7	1.2581026882469164	2.084770948119144
13503	group1	2	0	1.050350352970526	0.3610538771320084
10220	group2	0	0	0.4331550722327053	0.4392154910875242
10862	group1	1	0	0.39994214979539544	0.22313663719281956
9919	group2	0	1	0.014934288921342631	0.43267736079258734
7183	group3	0	1	0.23756545953098623	1.0706517312027581
12390	group3	1	2	0.5999525095222915	0.6148842621610031
13011	group3	2	3	0.9363106449606144	1.2531241017990054
12478	group2	0	0	0.7522777779649503	0.10161652322771442
5000	group3	1	0	0.2907449241774361	0.5320675673652804
13717	group3	2	0	0.9015601219216822	1.2063251636645722
16738	group2	0	2	0.3415858735755905	0.8762540312348743
11221	group3	2	0	1.2496666192160344	0.568720568792199
15991	group3	1	1	0.6504052556694029	0.41945723621094727
16995	group3	3	0	0.5063135681182419	0.47142433227305264
12749	group3	0	0	0.38965237425610494	0.12536820551054945
14909	group3	0	1	0.5135758501343841	0.7611008901945655
18097	group3	3	2	0.3514866964436889	0.7346234418429877
18252	group3	0	0	0.30087037119192184	0.42411441368223113
18943	group3	2	1	0.7442697249725537	1.0214136499895456
14817	group3	0	1	0.29986058873019333	0.7216966225013436
15382	group1	5	1	1.3073374623471226	0.8220309987616176
10041	group3	4	1	1.0401981898116668	0.45817577278941285
23072	group3	0	2	0.045062624229883885	0.832753924707199
27195	group1	0	3	0.6691129177800986	0.3623049970407778
18611	group3	1	0	0.4409995642829151	0.3601572603758696
11289	group3	1	0	0.6817916008767837	0.5067983056072967
15836	group3	1	4	0.3553174826082752	1.0737982438389055
16476	group3	0	1	0.806212711353721	0.5320925291559145
18406	group2	1	1	0.5568969987149816	0.6692673519677701
18128	group2	0	0	0.3490357348832074	0.3835548883814605
13678	group3	2	0	0.8605589705151937	0.14095266672032758
20571	group3	4	1	0.7011406342176983	0.44687872092720515
14451	group3	1	1	0.3394342676060239	0.2913460866782145
13833	group1	2	2	0.9829648969939839	0.35952103846760064
21223	group3	0	0	0.008777016457373776	0.1538368844497855
21512	group2	3	2	0.7986278135304684	0.4940387028391805
11008	group1	1	1	0.4579914864949875	0.4231606913487824
